video_id,seq,name_on_video,phase_on_video,start_sec,end_sec,duration_sec
XSn6DE3cxy4,15,팔 말아올리기 & 팔 밑으로 내리기,본운동,778,832,54
XSn6DE3cxy4,16,누워서 다리올리기 & 쪼그려 앉고 일어서기,본운동,834,872,38
XSn6DE3cxy4,17,윗몸일으키기 & 팔 뒤로 펴주기,본운동,874,922,48
XSn6DE3cxy4,18,서서 다리 모으고 벌리기,본운동,924,992,68
XSn6DE3cxy4,19,휴식,본운동,996,1058,62
XSn6DE3cxy4,20,쪼그려 앉아 버티기 & 제자리 달리기,본운동,1062,1094,32
XSn6DE3cxy4,21,밀기 & 버티기,본운동,1098,1132,34
XSn6DE3cxy4,22,누워서 동시에 윗몸일으키기,본운동,1136,1170,34
XSn6DE3cxy4,23,휴식,본운동,1174,1234,60
XSn6DE3cxy4,24,쪼그려 앉아 버티기 & 제자리 달리기,본운동,1238,1272,34
XSn6DE3cxy4,25,밀기 & 버티기,본운동,1274,1308,34
XSn6DE3cxy4,26,누워서 동시에 윗몸일으키기,본운동,1314,1348,34
XSn6DE3cxy4,27,휴식,본운동,1352,1410,58
XSn6DE3cxy4,28,옆으로 누워 발 뒤로 넘기기,정리운동,1426,1480,54
XSn6DE3cxy4,29,손목잡고 팔 늘리기,정리운동,1486,1532,46
XSn6DE3cxy4,30,다리 뒤 늘리기,정리운동,1536,1576,40
XSn6DE3cxy4,31,손 뒤로 깍지 끼고 가슴펴기,정리운동,1580,1606,26
XSn6DE3cxy4,32,누워서 무릎 구부려 당기기,정리운동,1610,1650,40
XSn6DE3cxy4,33,한 팔 뻗어 옆구리 스트레칭,정리운동,1654,1698,44
XSn6DE3cxy4,34,엎드려 상체 들어올리기,정리운동,1704,1726,22
XSn6DE3cxy4,35,가슴 뒤로 젖히기,정리운동,1732,1752,20
XSn6DE3cxy4,36,가슴 열고 몸 회전하기,정리운동,1758,1778,20
XSn6DE3cxy4,37,팔 뒤로 젖히며 가슴 스트레칭,정리운동,1804,1826,22
XSn6DE3cxy4,38,양팔 벌려 전신 비틀기,정리운동,1856,1876,20
XSn6DE3cxy4,39,다리 뻗어 상체 숙이기,정리운동,1880,1926,46
XSn6DE3cxy4,40,어깨 늘리기,정리운동,1932,1970,38
_hdna4_9GYc,1,인사 체조,,8,74,66
_hdna4_9GYc,2,흔들어 체조,,74,152,78
_hdna4_9GYc,3,거북이 스트레칭,,152,226,74
_hdna4_9GYc,4,체력왕이 되어요,본운동,228,468,240
_hdna4_9GYc,5,우리 모두 다 같이,본운동,1158,1234,76
_hdna4_9GYc,6,체력왕이 되어요,본운동,1238,1438,200
_hdna4_9GYc,7,거북이 스트레칭,본운동,1460,1534,74
a7Dhim2-ogE,1,손가락 박수 쳐요,,28,86,58
a7Dhim2-ogE,2,손가락 숫자 세어요,,86,150,64
a7Dhim2-ogE,3,발가락 가위 바위 보 해요,,150,314,164
aMxQ1h_GCGY,1,새처럼 날아요,,34,88,54
aMxQ1h_GCGY,2,펀치 스텝을 해요,,88,130,42
aMxQ1h_GCGY,3,총총총 뛰어요,,132,170,38
aMxQ1h_GCGY,4,점프 펀치를 해요,,172,218,46
aMxQ1h_GCGY,5,빵야 빵야를 해요,,218,266,48
deNrMI9bdCE,1,공을 굴려요,본운동,30,92,62
deNrMI9bdCE,2,공을 던져요,본운동,94,176,82
deNrMI9bdCE,3,공을 받아요,본운동,178,244,66
deNrMI9bdCE,4,튀기기를 해요,본운동,246,312,66
deNrMI9bdCE,5,되받아치기를 해요,본운동,312,366,54
deNrMI9bdCE,6,차기를 해요,본운동,366,426,60
deNrMI9bdCE,7,공을 멈추어요,본운동,426,480,54
deNrMI9bdCE,8,차기를 해요,본운동,480,516,36
gOrg8Lva-8A,1,'친밀감' 스트레칭,,10,60,50
gOrg8Lva-8A,2,늘리기,,60,162,102
gOrg8Lva-8A,3,옆으로 숙이기,,192,216,24
gOrg8Lva-8A,4,허벅지 뒤쪽 늘리기,마무리운동,604,654,50
gOrg8Lva-8A,5,옆으로 숙이기,마무리운동,654,678,24
gOrg8Lva-8A,6,손•발 반대로 들기,마무리운동,690,716,26
gOrg8Lva-8A,7,다리 뒤로 뻗어주기,마무리운동,744,770,26
gOrg8Lva-8A,8,팔 다리 옆으로 뻗기,마무리운동,770,794,24
gOrg8Lva-8A,9,허리 굽혀 몸통 비틀기,마무리운동,794,834,40
gOrg8Lva-8A,10,'친밀감' 스트레칭,마무리운동,834,880,46
gRu0S06EET8,1,하루 30분,,6,50,44
gRu0S06EET8,2,스트레칭,,50,290,240
gRu0S06EET8,3,스쿼트,,382,614,232
gRu0S06EET8,4,와이드스쿼트 + 카프레이즈,,616,682,66
gRu0S06EET8,5,와이드스쿼트 + 카프레이즈,,686,856,170
gRu0S06EET8,6,스쿼트 + 니업,,856,1052,196
gRu0S06EET8,7,스쿼트 + 리버스리프트,,1052,1248,196
gRu0S06EET8,8,스쿼트 + 트위스트,,1248,1424,176
gRu0S06EET8,9,프론트 런지,,1446,1686,240
gRu0S06EET8,10,리버스 런지,,1688,1928,240
gRu0S06EET8,11,런지 +프론트 니업,,1932,2166,234
gRu0S06EET8,12,하루 30분,,2168,2190,22
lVd366kW7KI,1,H쪽으로 실시한다,준비운동,62,88,26
lVd366kW7KI,2,일어나는 동시에 양쪽 팔꿈치를 굽힌다,본운동,700,722,22
lVd366kW7KI,3,양손을 대고 머리를 천천히 뒤로 젖힌다,정리운동,994,1020,26
lVd366kW7KI,4,팔꿈치를 좌측으로 천천히 당긴다,정리운동,1052,1072,20
oCAjIRASiVI,1,빠르게 맞춰요,,6,54,48
oCAjIRASiVI,2,지그재그 달려요,,60,104,44
oCAjIRASiVI,3,후다닥 집어요,,108,162,54
oCAjIRASiVI,4,후다닥 붙여요,,166,212,46
oCAjIRASiVI,5,로켓 발사해요,,234,284,50
oCAjIRASiVI,6,힘차게 던져요,,290,326,36
oCAjIRASiVI,7,힘차게 맞춰요,,332,392,60
oCAjIRASiVI,8,밸런스 볼에 서요,,396,536,140
oCAjIRASiVI,9,지게발 걸어요,,542,612,70
oCAjIRASiVI,10,조심조심 걸어요,,616,696,80
oCAjIRASiVI,11,공 받고 던져요,,702,772,70
oCAjIRASiVI,12,알록달록 공을 옮겨요,,776,850,74
oCAjIRASiVI,13,분리배출 해요,,854,930,76
oCAjIRASiVI,14,낚시를 해요,,936,1018,82
oX1HKGUBO5w,1,인사 체조,,8,74,66
oX1HKGUBO5w,2,흔들어 체조,,74,152,78
oX1HKGUBO5w,3,거북이 스트레칭,,152,226,74
oX1HKGUBO5w,4,동물처럼 걸어요,,228,468,240
oX1HKGUBO5w,5,우리 모두 다 같이,,1302,1378,76
oX1HKGUBO5w,6,동물처럼 걸어요,,1382,1568,186
oX1HKGUBO5w,7,거북이 스트레칭,,1572,1644,72
p12bb2zMebw,1,옆으로 누워 발 뒤로 넘기기,준비운동,86,124,38
p12bb2zMebw,2,넙다리 안쪽 늘리기 (나비자세),준비운동,128,164,36
p12bb2zMebw,3,척추 들어올리기 (고양이자세),준비운동,170,208,38
p12bb2zMebw,4,엎드려 어깨 눌러주기 (아기자세),준비운동,214,252,38
p12bb2zMebw,5,누워서 무릎 구부려 당기기,준비운동,260,306,46
p12bb2zMebw,6,다리 뻗어 상체 숙이기,준비운동,312,364,52
p12bb2zMebw,7,상체숙여 발목 잡기,준비운동,372,436,64
p12bb2zMebw,8,팔 벌려 제자리 뛰기,본운동,442,484,42
p12bb2zMebw,9,"엎드려 팔로 걷고, 되돌아 오기",본운동,486,566,80
p12bb2zMebw,10,주먹쥐고 앞으로 뻗어주기,본운동,568,620,52
p12bb2zMebw,11,쪼그려 앉고 일어서기,본운동,622,692,70
p12bb2zMebw,12,엎드렸다 일어서기,본운동,694,756,62
p12bb2zMebw,13,서서 무릎 옆으로 올리기,본운동,758,814,56
p12bb2zMebw,14,엎드려 제자리 달리기,본운동,816,862,46
p12bb2zMebw,15,팔벌려 몸통 비틀기,본운동,864,920,56
p12bb2zMebw,16,엎드려 누워 몸통 비틀기,본운동,922,1004,82
p12bb2zMebw,17,팔 벌려 제자리 뛰기,본운동,1008,1056,48
p12bb2zMebw,18,"엎드려 팔로 걷고, 되돌아 오기",본운동,1058,1146,88
p12bb2zMebw,19,주먹쥐고 앞으로 뻗어주기,본운동,1148,1204,56
p12bb2zMebw,20,쪼그려 앉고 일어서기,본운동,1206,1274,68
p12bb2zMebw,21,엎드렸다 일어서기,본운동,1276,1338,62
p12bb2zMebw,22,서서 무릎 옆으로 올리기,본운동,1340,1394,54
p12bb2zMebw,23,엎드려 제자리 달리기,본운동,1398,1446,48
p12bb2zMebw,24,팔벌려 몸통 비틀기,본운동,1450,1530,80
p12bb2zMebw,25,엎드려 누워 몸통 비틀기,본운동,1532,1612,80
p12bb2zMebw,26,옆으로 누워 발 뒤로 넘기기,정리운동,1628,1684,56
p12bb2zMebw,27,손목잡고 팔 늘리기,정리운동,1688,1734,46
p12bb2zMebw,28,다리 뒤 늘리기,정리운동,1738,1778,40
p12bb2zMebw,29,손 뒤로 깍지 끼고 가슴펴기,정리운동,1782,1810,28
p12bb2zMebw,30,누워서 무릎 구부려 당기기,정리운동,1814,1852,38
p12bb2zMebw,31,한 팔 뻗어 옆구리 스트레칭,정리운동,1856,1902,46
p12bb2zMebw,32,엎드려 상체 들어올리기,정리운동,1906,1928,22
p12bb2zMebw,33,가슴 뒤로 젖히기,정리운동,1934,1954,20
p12bb2zMebw,34,가슴 열고 몸 회전하기,정리운동,1960,1980,20
p12bb2zMebw,35,팔 뒤로 젖히며 가슴 스트레칭,정리운동,2006,2028,22
p12bb2zMebw,36,양팔 벌려 전신 비틀기,정리운동,2058,2078,20
p12bb2zMebw,37,다리 뻗어 상체 숙이기,정리운동,2082,2128,46
p12bb2zMebw,38,어깨 늘리기,정리운동,2134,2172,38
qL76XIxD4Ds,1,걷기를 해요,본운동,30,120,90
qL76XIxD4Ds,2,달리기를 해요,본운동,122,200,78
qL76XIxD4Ds,3,두 발 뛰기를 해요,본운동,202,342,140
qL76XIxD4Ds,4,뛰어 넘기를 해요,본운동,342,424,82
qL76XIxD4Ds,5,미끄러지기를 해요,본운동,426,484,58
qL76XIxD4Ds,6,말 뛰기를 해요,본운동,484,548,64
qL76XIxD4Ds,7,번갈아 뛰기를 해요,본운동,550,614,64
qk0hXbltmIQ,1,인사 체조,,8,74,66
qk0hXbltmIQ,2,흔들어 체조,,74,152,78
qk0hXbltmIQ,3,거북이 스트레칭,,152,226,74
qk0hXbltmIQ,4,꽃게처럼 걸어요,본운동,228,468,240
qk0hXbltmIQ,5,우리 모두 다 같이,본운동,1250,1328,78
qk0hXbltmIQ,6,꽃게처럼 걸어요,본운동,1330,1494,164
qk0hXbltmIQ,7,거북이 스트레칭,본운동,1496,1570,74
shroLEVYDRM,1,우리 모두 다 같이,,6,82,76
vc0rn9KQiRc,1,다양한 도구 위를 걸어요,본운동,6,70,64
vc0rn9KQiRc,2,수건을 돌려요,본운동,76,152,76
vc0rn9KQiRc,3,허들 뛰어 넘어요,본운동,158,226,68
vc0rn9KQiRc,4,한 발로 뛰어요,본운동,230,298,68
vc0rn9KQiRc,5,콩콩 점프를 해요,본운동,304,360,56
vc0rn9KQiRc,6,말처럼 원마커를 뛰어요,본운동,366,460,94
vc0rn9KQiRc,7,번갈아 뛰며 놀아요,본운동,464,530,66
xrCKWvZxF5g,1,인사 체조,,6,70,64
ybVg6kewp90,1,흔들어 체조,,6,84,78
yrxN8UyUXoc,1,H쪽으로 실시한다,준비운동,62,88,26
yrxN8UyUXoc,2,양손을 대고 머리를 천천히 뒤로 젖힌다,정리운동,970,996,26
yrxN8UyUXoc,3,팔꿈치를 좌측으로 천천히 당긴다,정리운동,1028,1048,20
