age_group,sex,age,grade,n,ratio
유아기,F,59,3등급,57,0.1439
유아기,F,59,참가,313,0.7904
유아기,F,60,1등급,2,0.0052
유아기,F,60,2등급,12,0.0313
유아기,F,60,3등급,60,0.1567
유아기,F,60,참가,309,0.8068
유아기,F,61,1등급,6,0.0137
유아기,F,61,2등급,10,0.0229
유아기,F,61,3등급,60,0.1373
유아기,F,61,참가,361,0.8261
유아기,F,62,1등급,7,0.0158
유아기,F,62,2등급,16,0.0362
유아기,F,62,3등급,68,0.1538
유아기,F,62,참가,351,0.7941
유아기,F,63,1등급,9,0.0223
유아기,F,63,2등급,16,0.0396
유아기,F,63,3등급,48,0.1188
유아기,F,63,참가,331,0.8193
유아기,F,64,1등급,10,0.0209
유아기,F,64,2등급,26,0.0544
유아기,F,64,3등급,72,0.1506
유아기,F,64,참가,370,0.7741
유아기,F,65,1등급,8,0.0182
유아기,F,65,2등급,40,0.0911
유아기,F,65,3등급,79,0.18
유아기,F,65,참가,312,0.7107
유아기,F,66,1등급,6,0.0137
유아기,F,66,2등급,27,0.0616
유아기,F,66,3등급,47,0.1073
유아기,F,66,참가,358,0.8174
유아기,F,67,1등급,6,0.0134
유아기,F,67,2등급,22,0.0491
유아기,F,67,3등급,63,0.1406
유아기,F,67,참가,357,0.7969
유아기,F,68,1등급,1,0.0021
유아기,F,68,2등급,19,0.04
유아기,F,68,3등급,74,0.1558
유아기,F,68,참가,381,0.8021
유아기,F,69,1등급,10,0.0195
유아기,F,69,2등급,26,0.0507
유아기,F,69,3등급,71,0.1384
유아기,F,69,참가,406,0.7914
유아기,F,70,1등급,4,0.0084
유아기,F,70,2등급,27,0.0566
유아기,F,70,3등급,68,0.1426
유아기,F,70,참가,378,0.7925
유아기,F,71,1등급,4,0.008
유아기,F,71,2등급,27,0.0542
유아기,F,71,3등급,83,0.1667
유아기,F,71,참가,384,0.7711
유아기,F,72,1등급,2,0.004
유아기,F,72,2등급,21,0.0417
유아기,F,72,3등급,60,0.1193
유아기,F,72,참가,420,0.835
유아기,F,73,1등급,3,0.0055
유아기,F,73,2등급,19,0.0346
유아기,F,73,3등급,64,0.1166
유아기,F,73,참가,463,0.8434
유아기,F,74,1등급,5,0.0096
유아기,F,74,2등급,16,0.0308
유아기,F,74,3등급,55,0.106
유아기,F,74,참가,443,0.8536
유아기,F,75,1등급,7,0.0142
유아기,F,75,2등급,21,0.0425
유아기,F,75,3등급,53,0.1073
유아기,F,75,참가,413,0.836
유아기,F,76,1등급,3,0.0066
유아기,F,76,2등급,21,0.0463
유아기,F,76,3등급,66,0.1454
유아기,F,76,참가,364,0.8018
유아기,F,77,1등급,10,0.0224
유아기,F,77,2등급,17,0.0381
유아기,F,77,3등급,58,0.13
유아기,F,77,참가,361,0.8094
유아기,F,78,1등급,5,0.0139
유아기,F,78,2등급,22,0.0609
유아기,F,78,3등급,53,0.1468
유아기,F,78,참가,281,0.7784
유아기,F,79,1등급,5,0.0149
유아기,F,79,2등급,16,0.0476
유아기,F,79,3등급,47,0.1399
유아기,F,79,참가,268,0.7976
유아기,F,80,1등급,3,0.0148
유아기,F,80,2등급,5,0.0246
유아기,F,80,3등급,31,0.1527
유아기,F,80,참가,164,0.8079
유아기,F,81,1등급,4,0.0244
유아기,F,81,2등급,6,0.0366
유아기,F,81,3등급,32,0.1951
유아기,F,81,참가,122,0.7439
유아기,F,82,1등급,5,0.0373
유아기,F,82,2등급,7,0.0522
유아기,F,82,3등급,17,0.1269
유아기,F,82,참가,105,0.7836
유아기,F,83,1등급,1,0.025
유아기,F,83,2등급,0,0.0
유아기,F,83,3등급,6,0.15
유아기,F,83,참가,33,0.825
유아기,M,48,1등급,0,0.0
유아기,M,48,2등급,3,0.0231
유아기,M,48,3등급,16,0.1231
유아기,M,48,참가,111,0.8538
유아기,M,49,1등급,3,0.0256
유아기,M,49,2등급,6,0.0513
유아기,M,49,3등급,17,0.1453
유아기,M,49,참가,91,0.7778
유아기,M,50,1등급,3,0.0259
유아기,M,50,2등급,8,0.069
유아기,M,50,3등급,20,0.1724
유아기,M,50,참가,85,0.7328
유아기,M,51,1등급,1,0.007
유아기,M,51,2등급,13,0.0915
유아기,M,51,3등급,17,0.1197
유아기,M,51,참가,111,0.7817
유아기,M,52,1등급,1,0.0056
유아기,M,52,2등급,14,0.0782
유아기,M,52,3등급,28,0.1564
유아기,M,52,참가,136,0.7598
유아기,M,53,1등급,4,0.0258
유아기,M,53,2등급,18,0.1161
유아기,M,53,3등급,14,0.0903
유아기,M,53,참가,119,0.7677
유아기,M,54,1등급,0,0.0
유아기,M,54,2등급,10,0.0488
유아기,M,54,3등급,23,0.1122
유아기,M,54,참가,172,0.839
유아기,M,55,1등급,1,0.0039
유아기,M,55,2등급,12,0.0465
유아기,M,55,3등급,25,0.0969
유아기,M,55,참가,220,0.8527
유아기,M,56,1등급,3,0.01
유아기,M,56,2등급,19,0.0635
유아기,M,56,3등급,50,0.1672
유아기,M,56,참가,227,0.7592
유아기,M,57,1등급,2,0.0056
유아기,M,57,2등급,19,0.0531
유아기,M,57,3등급,52,0.1453
유아기,M,57,참가,285,0.7961
유아기,M,58,1등급,6,0.015
유아기,M,58,2등급,29,0.0723
유아기,M,58,3등급,67,0.1671
유아기,M,58,참가,299,0.7456
유아기,M,59,1등급,4,0.0095
유아기,M,59,2등급,25,0.0592
유아기,M,59,3등급,61,0.1445
유아기,M,59,참가,332,0.7867
유아기,M,60,1등급,1,0.0025
유아기,M,60,2등급,14,0.0347
유아기,M,60,3등급,83,0.206
유아기,M,60,참가,305,0.7568
유아기,M,61,1등급,1,0.0024
유아기,M,61,2등급,20,0.0481
유아기,M,61,3등급,86,0.2067
유아기,M,61,참가,309,0.7428
유아기,M,62,1등급,4,0.0089
유아기,M,62,2등급,17,0.0379
유아기,M,62,3등급,86,0.192
유아기,M,62,참가,341,0.7612
유아기,M,63,1등급,8,0.0186
유아기,M,63,2등급,20,0.0464
유아기,M,63,3등급,86,0.1995
유아기,M,63,참가,317,0.7355
유아기,M,64,1등급,7,0.015
유아기,M,64,2등급,19,0.0408
유아기,M,64,3등급,82,0.176
유아기,M,64,참가,358,0.7682
유아기,M,65,1등급,6,0.0127
유아기,M,65,2등급,30,0.0634
유아기,M,65,3등급,92,0.1945
유아기,M,65,참가,345,0.7294
유아기,M,66,1등급,5,0.0107
유아기,M,66,2등급,29,0.0621
유아기,M,66,3등급,83,0.1777
유아기,M,66,참가,350,0.7495
유아기,M,67,1등급,11,0.0226
유아기,M,67,2등급,31,0.0638
유아기,M,67,3등급,96,0.1975
유아기,M,67,참가,348,0.716
유아기,M,68,1등급,5,0.0103
유아기,M,68,2등급,29,0.0597
유아기,M,68,3등급,90,0.1852
유아기,M,68,참가,362,0.7449
유아기,M,69,1등급,7,0.0137
유아기,M,69,2등급,39,0.0762
유아기,M,69,3등급,108,0.2109
유아기,M,69,참가,358,0.6992
유아기,M,70,1등급,13,0.0252
유아기,M,70,2등급,39,0.0757
유아기,M,70,3등급,105,0.2039
유아기,M,70,참가,358,0.6951
유아기,M,71,1등급,10,0.019
유아기,M,71,2등급,40,0.0759
유아기,M,71,3등급,109,0.2068
유아기,M,71,참가,368,0.6983
유아기,M,72,1등급,1,0.0018
유아기,M,72,2등급,19,0.0333
유아기,M,72,3등급,80,0.1401
유아기,M,72,참가,471,0.8249
유아기,M,73,1등급,4,0.0072
유아기,M,73,2등급,25,0.0449
유아기,M,73,3등급,62,0.1113
유아기,M,73,참가,466,0.8366
유아기,M,74,1등급,6,0.0102
유아기,M,74,2등급,36,0.0611
유아기,M,74,3등급,78,0.1324
유아기,M,74,참가,469,0.7963
유아기,M,75,1등급,10,0.0179
유아기,M,75,2등급,22,0.0394
유아기,M,75,3등급,76,0.1362
유아기,M,75,참가,450,0.8065
유아기,M,76,1등급,8,0.015
유아기,M,76,2등급,32,0.06
유아기,M,76,3등급,73,0.137
유아기,M,76,참가,420,0.788
유아기,M,77,1등급,7,0.015
유아기,M,77,2등급,22,0.047
유아기,M,77,3등급,68,0.1453
유아기,M,77,참가,371,0.7927
유아기,M,78,1등급,6,0.0163
유아기,M,78,2등급,14,0.038
유아기,M,78,3등급,51,0.1386
유아기,M,78,참가,297,0.8071
유아기,M,79,1등급,5,0.0155
유아기,M,79,2등급,23,0.0712
유아기,M,79,3등급,46,0.1424
유아기,M,79,참가,249,0.7709
유아기,M,80,1등급,5,0.021
유아기,M,80,2등급,13,0.0546
유아기,M,80,3등급,34,0.1429
유아기,M,80,참가,186,0.7815
유아기,M,81,1등급,3,0.0143
유아기,M,81,2등급,12,0.0571
유아기,M,81,3등급,32,0.1524
유아기,M,81,참가,163,0.7762
유아기,M,82,1등급,5,0.04
유아기,M,82,2등급,10,0.08
유아기,M,82,3등급,15,0.12
유아기,M,82,참가,95,0.76
유아기,M,83,1등급,1,0.0167
유아기,M,83,2등급,0,0.0
유아기,M,83,3등급,13,0.2167
유아기,M,83,참가,46,0.7667
청소년,F,13,1등급,341,0.0379
청소년,F,13,2등급,785,0.0873
청소년,F,13,3등급,1630,0.1813
청소년,F,13,참가,2821,0.3137
청소년,F,14,1등급,289,0.0347
청소년,F,14,2등급,608,0.073
청소년,F,14,3등급,1431,0.1718
청소년,F,14,참가,2815,0.3379
청소년,F,15,1등급,376,0.0298
청소년,F,15,2등급,838,0.0665
청소년,F,15,3등급,2203,0.1749
청소년,F,15,참가,4287,0.3403
청소년,F,16,1등급,518,0.0361
청소년,F,16,2등급,1407,0.098
청소년,F,16,3등급,2700,0.1881
청소년,F,16,참가,4734,0.3298
청소년,F,17,1등급,607,0.0399
청소년,F,17,2등급,1415,0.0929
청소년,F,17,3등급,2992,0.1965
청소년,F,17,참가,4967,0.3262
청소년,F,18,1등급,338,0.0373
청소년,F,18,2등급,904,0.0998
청소년,F,18,3등급,1918,0.2118
청소년,F,18,참가,2686,0.2966
청소년,M,13,1등급,735,0.0647
청소년,M,13,2등급,1146,0.1009
청소년,M,13,3등급,1872,0.1649
청소년,M,13,참가,3629,0.3196
청소년,M,14,1등급,695,0.0627
청소년,M,14,2등급,1107,0.0998
청소년,M,14,3등급,1647,0.1485
청소년,M,14,참가,3912,0.3527
청소년,M,15,1등급,1021,0.0615
청소년,M,15,2등급,1956,0.1179
청소년,M,15,3등급,2876,0.1733
청소년,M,15,참가,5276,0.3179
청소년,M,16,1등급,888,0.0458
청소년,M,16,2등급,2101,0.1085
청소년,M,16,3등급,3381,0.1746
청소년,M,16,참가,6431,0.332
청소년,M,17,1등급,1379,0.0571
청소년,M,17,2등급,2736,0.1134
청소년,M,17,3등급,4317,0.1789
청소년,M,17,참가,7492,0.3104
청소년,M,18,1등급,1490,0.0618
청소년,M,18,2등급,3193,0.1324
청소년,M,18,3등급,5265,0.2182
청소년,M,18,참가,6139,0.2545
