age_group,age_lo,age_hi,age_unit,sex,factor,item_code,item_name,bin_lo,bin_hi,count,ratio
청소년,13,13,세,F,근지구력,009,윗몸말아올리기,80,90,284,0.0612
청소년,13,13,세,F,근지구력,009,윗몸말아올리기,90,100,638,0.1375
청소년,13,13,세,F,근지구력,010,반복점프,0,10,383,0.0826
청소년,13,13,세,F,근지구력,010,반복점프,10,20,316,0.0682
청소년,13,13,세,F,근지구력,010,반복점프,20,30,222,0.0479
청소년,13,13,세,F,근지구력,010,반복점프,30,40,276,0.0596
청소년,13,13,세,F,근지구력,010,반복점프,40,50,494,0.1066
청소년,13,13,세,F,근지구력,010,반복점프,50,60,316,0.0682
청소년,13,13,세,F,근지구력,010,반복점프,60,70,409,0.0883
청소년,13,13,세,F,근지구력,010,반복점프,70,80,201,0.0434
청소년,13,13,세,F,근지구력,010,반복점프,80,90,956,0.2063
청소년,13,13,세,F,근지구력,010,반복점프,90,100,1061,0.229
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,0,10,842,0.0919
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,10,20,712,0.0777
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,20,30,621,0.0677
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,30,40,778,0.0849
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,40,50,834,0.091
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,50,60,741,0.0808
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,60,70,962,0.1049
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,70,80,819,0.0893
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,80,90,1234,0.1346
청소년,13,13,세,F,유연성,012,앉아윗몸앞으로굽히기,90,100,1624,0.1772
청소년,13,13,세,F,민첩성,013,일리노이,0,10,684,0.0756
청소년,13,13,세,F,민첩성,013,일리노이,10,20,513,0.0567
청소년,13,13,세,F,민첩성,013,일리노이,20,30,499,0.0552
청소년,13,13,세,F,민첩성,013,일리노이,30,40,518,0.0573
청소년,13,13,세,F,민첩성,013,일리노이,40,50,962,0.1064
청소년,13,13,세,F,민첩성,013,일리노이,50,60,959,0.106
청소년,13,13,세,F,민첩성,013,일리노이,60,70,1035,0.1144
청소년,13,13,세,F,민첩성,013,일리노이,70,80,980,0.1083
청소년,13,13,세,F,민첩성,013,일리노이,80,90,1287,0.1423
청소년,13,13,세,F,민첩성,013,일리노이,90,100,1608,0.1778
청소년,13,13,세,F,순발력,014,체공시간,0,10,639,0.0767
청소년,13,13,세,F,순발력,014,체공시간,10,20,471,0.0566
청소년,13,13,세,F,순발력,014,체공시간,20,30,467,0.0561
청소년,13,13,세,F,순발력,014,체공시간,30,40,462,0.0555
청소년,13,13,세,F,순발력,014,체공시간,40,50,748,0.0898
청소년,13,13,세,F,순발력,014,체공시간,50,60,978,0.1175
청소년,13,13,세,F,순발력,014,체공시간,60,70,922,0.1107
청소년,13,13,세,F,순발력,014,체공시간,70,80,720,0.0865
청소년,13,13,세,F,순발력,014,체공시간,80,90,1348,0.1619
청소년,13,13,세,F,순발력,014,체공시간,90,100,1571,0.1887
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,0,10,816,0.0897
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,10,20,750,0.0825
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,20,30,799,0.0879
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,30,40,721,0.0793
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,40,50,1199,0.1319
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,50,60,918,0.101
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,60,70,945,0.1039
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,70,80,656,0.0721
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,80,90,969,0.1066
청소년,13,13,세,F,심폐지구력,020,왕복오래달리기,90,100,1320,0.1452
청소년,13,13,세,F,근력,028,상대악력,0,10,484,0.0528
청소년,13,13,세,F,근력,028,상대악력,10,20,305,0.0332
청소년,13,13,세,F,근력,028,상대악력,20,30,290,0.0316
청소년,13,13,세,F,근력,028,상대악력,30,40,299,0.0326
청소년,13,13,세,F,근력,028,상대악력,40,50,631,0.0688
청소년,13,13,세,F,근력,028,상대악력,50,60,620,0.0676
청소년,13,13,세,F,근력,028,상대악력,60,70,777,0.0847
청소년,13,13,세,F,근력,028,상대악력,70,80,737,0.0803
청소년,13,13,세,F,근력,028,상대악력,80,90,2345,0.2556
청소년,13,13,세,F,근력,028,상대악력,90,100,2686,0.2928
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,0,10,1,0.04
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,10,20,0,0.0
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,20,30,2,0.08
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,30,40,1,0.04
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,40,50,0,0.0
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,50,60,1,0.04
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,60,70,4,0.16
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,70,80,1,0.04
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,80,90,10,0.4
청소년,13,13,세,F,심폐지구력,035,트레드밀VO2max,90,100,5,0.2
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,0,10,1,0.0278
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,10,20,0,0.0
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,20,30,0,0.0
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,30,40,0,0.0
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,40,50,1,0.0278
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,50,60,0,0.0
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,60,70,1,0.0278
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,70,80,2,0.0556
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,80,90,14,0.3889
청소년,13,13,세,F,심폐지구력,037,스텝검사VO2max,90,100,17,0.4722
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,0,10,784,0.1391
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,10,20,634,0.1125
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,20,30,534,0.0948
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,30,40,773,0.1372
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,40,50,341,0.0605
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,50,60,371,0.0658
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,60,70,329,0.0584
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,70,80,220,0.039
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,80,90,408,0.0724
청소년,14,14,세,M,근지구력,009,윗몸말아올리기,90,100,1241,0.2202
청소년,14,14,세,M,근지구력,010,반복점프,0,10,432,0.0756
청소년,14,14,세,M,근지구력,010,반복점프,10,20,305,0.0534
청소년,14,14,세,M,근지구력,010,반복점프,20,30,293,0.0513
청소년,14,14,세,M,근지구력,010,반복점프,30,40,246,0.043
청소년,14,14,세,M,근지구력,010,반복점프,40,50,480,0.084
청소년,14,14,세,M,근지구력,010,반복점프,50,60,351,0.0614
청소년,14,14,세,M,근지구력,010,반복점프,60,70,710,0.1242
청소년,14,14,세,M,근지구력,010,반복점프,70,80,438,0.0766
청소년,14,14,세,M,근지구력,010,반복점프,80,90,1221,0.2136
청소년,14,14,세,M,근지구력,010,반복점프,90,100,1240,0.2169
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,0,10,1118,0.0994
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,10,20,814,0.0724
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,20,30,698,0.0621
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,30,40,975,0.0867
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,40,50,1028,0.0914
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,50,60,971,0.0864
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,60,70,1068,0.095
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,70,80,972,0.0865
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,80,90,1574,0.14
청소년,14,14,세,M,유연성,012,앉아윗몸앞으로굽히기,90,100,2025,0.1801
청소년,14,14,세,M,민첩성,013,일리노이,0,10,846,0.0758
청소년,14,14,세,M,민첩성,013,일리노이,10,20,629,0.0563
청소년,14,14,세,M,민첩성,013,일리노이,20,30,620,0.0555
청소년,14,14,세,M,민첩성,013,일리노이,30,40,620,0.0555
청소년,14,14,세,M,민첩성,013,일리노이,40,50,1163,0.1042
청소년,14,14,세,M,민첩성,013,일리노이,50,60,1115,0.0999
청소년,14,14,세,M,민첩성,013,일리노이,60,70,1296,0.1161
청소년,14,14,세,M,민첩성,013,일리노이,70,80,1230,0.1102
청소년,14,14,세,M,민첩성,013,일리노이,80,90,1617,0.1448
청소년,14,14,세,M,민첩성,013,일리노이,90,100,2028,0.1817
청소년,14,14,세,M,순발력,014,체공시간,0,10,755,0.0722
청소년,14,14,세,M,순발력,014,체공시간,10,20,680,0.065
청소년,14,14,세,M,순발력,014,체공시간,20,30,584,0.0559
청소년,14,14,세,M,순발력,014,체공시간,30,40,475,0.0454
청소년,14,14,세,M,순발력,014,체공시간,40,50,909,0.0869
청소년,14,14,세,M,순발력,014,체공시간,50,60,700,0.067
청소년,14,14,세,M,순발력,014,체공시간,60,70,1014,0.097
청소년,14,14,세,M,순발력,014,체공시간,70,80,1187,0.1135
청소년,14,14,세,M,순발력,014,체공시간,80,90,1742,0.1666
청소년,14,14,세,M,순발력,014,체공시간,90,100,2409,0.2304
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,0,10,1214,0.1084
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,10,20,1050,0.0938
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,20,30,914,0.0816
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,30,40,980,0.0875
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,40,50,765,0.0683
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,50,60,1056,0.0943
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,60,70,684,0.0611
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,70,80,881,0.0787
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,80,90,1596,0.1426
청소년,14,14,세,M,심폐지구력,020,왕복오래달리기,90,100,2055,0.1836
청소년,14,14,세,M,근력,028,상대악력,0,10,716,0.0633
청소년,14,14,세,M,근력,028,상대악력,10,20,494,0.0437
청소년,14,14,세,M,근력,028,상대악력,20,30,499,0.0441
청소년,14,14,세,M,근력,028,상대악력,30,40,480,0.0424
청소년,14,14,세,M,근력,028,상대악력,40,50,759,0.0671
청소년,14,14,세,M,근력,028,상대악력,50,60,732,0.0647
청소년,14,14,세,M,근력,028,상대악력,60,70,841,0.0743
청소년,14,14,세,M,근력,028,상대악력,70,80,840,0.0742
청소년,14,14,세,M,근력,028,상대악력,80,90,2760,0.2439
청소년,14,14,세,M,근력,028,상대악력,90,100,3195,0.2823
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,0,10,1,0.027
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,10,20,1,0.027
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,20,30,1,0.027
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,30,40,0,0.0
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,40,50,2,0.0541
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,50,60,1,0.027
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,60,70,4,0.1081
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,70,80,3,0.0811
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,80,90,9,0.2432
청소년,14,14,세,M,심폐지구력,035,트레드밀VO2max,90,100,15,0.4054
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,0,10,3,0.0469
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,10,20,1,0.0156
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,20,30,1,0.0156
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,30,40,1,0.0156
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,40,50,3,0.0469
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,50,60,2,0.0312
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,60,70,4,0.0625
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,70,80,4,0.0625
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,80,90,18,0.2812
청소년,14,14,세,M,심폐지구력,037,스텝검사VO2max,90,100,27,0.4219
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,0,10,719,0.1547
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,10,20,592,0.1274
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,20,30,542,0.1166
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,30,40,552,0.1188
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,40,50,517,0.1112
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,50,60,462,0.0994
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,60,70,216,0.0465
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,70,80,185,0.0398
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,80,90,289,0.0622
청소년,14,14,세,F,근지구력,009,윗몸말아올리기,90,100,574,0.1235
청소년,14,14,세,F,근지구력,010,반복점프,0,10,333,0.0861
청소년,14,14,세,F,근지구력,010,반복점프,10,20,233,0.0603
청소년,14,14,세,F,근지구력,010,반복점프,20,30,219,0.0566
청소년,14,14,세,F,근지구력,010,반복점프,30,40,244,0.0631
청소년,14,14,세,F,근지구력,010,반복점프,40,50,408,0.1055
청소년,14,14,세,F,근지구력,010,반복점프,50,60,239,0.0618
청소년,14,14,세,F,근지구력,010,반복점프,60,70,402,0.104
청소년,14,14,세,F,근지구력,010,반복점프,70,80,326,0.0843
청소년,14,14,세,F,근지구력,010,반복점프,80,90,682,0.1764
청소년,14,14,세,F,근지구력,010,반복점프,90,100,781,0.202
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,0,10,853,0.1011
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,10,20,638,0.0756
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,20,30,699,0.0828
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,30,40,702,0.0832
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,40,50,699,0.0828
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,50,60,799,0.0947
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,60,70,781,0.0926
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,70,80,759,0.09
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,80,90,1113,0.1319
청소년,14,14,세,F,유연성,012,앉아윗몸앞으로굽히기,90,100,1394,0.1652
청소년,14,14,세,F,민첩성,013,일리노이,0,10,648,0.0773
청소년,14,14,세,F,민첩성,013,일리노이,10,20,464,0.0554
청소년,14,14,세,F,민첩성,013,일리노이,20,30,474,0.0566
청소년,14,14,세,F,민첩성,013,일리노이,30,40,457,0.0545
청소년,14,14,세,F,민첩성,013,일리노이,40,50,767,0.0915
청소년,14,14,세,F,민첩성,013,일리노이,50,60,743,0.0887
청소년,14,14,세,F,민첩성,013,일리노이,60,70,1059,0.1264
청소년,14,14,세,F,민첩성,013,일리노이,70,80,1032,0.1232
청소년,14,14,세,F,민첩성,013,일리노이,80,90,1212,0.1446
청소년,14,14,세,F,민첩성,013,일리노이,90,100,1524,0.1819
청소년,14,14,세,F,순발력,014,체공시간,0,10,585,0.0753
청소년,14,14,세,F,순발력,014,체공시간,10,20,439,0.0565
청소년,14,14,세,F,순발력,014,체공시간,20,30,433,0.0558
청소년,14,14,세,F,순발력,014,체공시간,30,40,427,0.055
청소년,14,14,세,F,순발력,014,체공시간,40,50,991,0.1276
청소년,14,14,세,F,순발력,014,체공시간,50,60,845,0.1088
청소년,14,14,세,F,순발력,014,체공시간,60,70,695,0.0895
청소년,14,14,세,F,순발력,014,체공시간,70,80,1100,0.1417
청소년,14,14,세,F,순발력,014,체공시간,80,90,963,0.124
청소년,14,14,세,F,순발력,014,체공시간,90,100,1287,0.1657
청소년,14,14,세,F,협응력,017,눈-손협응력,0,10,599,0.076
청소년,14,14,세,F,협응력,017,눈-손협응력,10,20,444,0.0563
청소년,14,14,세,F,협응력,017,눈-손협응력,20,30,439,0.0557
청소년,14,14,세,F,협응력,017,눈-손협응력,30,40,449,0.057
청소년,14,14,세,F,협응력,017,눈-손협응력,40,50,111,0.0141
청소년,14,14,세,F,협응력,017,눈-손협응력,50,60,110,0.014
청소년,14,14,세,F,협응력,017,눈-손협응력,60,70,773,0.0981
청소년,14,14,세,F,협응력,017,눈-손협응력,70,80,773,0.0981
청소년,14,14,세,F,협응력,017,눈-손협응력,80,90,1937,0.2457
청소년,14,14,세,F,협응력,017,눈-손협응력,90,100,2248,0.2852
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,0,10,695,0.0826
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,10,20,830,0.0987
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,20,30,587,0.0698
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,30,40,1009,0.1199
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,40,50,1107,0.1316
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,50,60,1142,0.1357
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,60,70,846,0.1006
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,70,80,515,0.0612
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,80,90,643,0.0764
청소년,14,14,세,F,심폐지구력,020,왕복오래달리기,90,100,1039,0.1235
청소년,14,14,세,F,근력,028,상대악력,0,10,424,0.0499
청소년,14,14,세,F,근력,028,상대악력,10,20,269,0.0317
청소년,14,14,세,F,근력,028,상대악력,20,30,253,0.0298
청소년,14,14,세,F,근력,028,상대악력,30,40,248,0.0292
청소년,14,14,세,F,근력,028,상대악력,40,50,584,0.0687
청소년,14,14,세,F,근력,028,상대악력,50,60,553,0.0651
청소년,14,14,세,F,근력,028,상대악력,60,70,735,0.0865
청소년,14,14,세,F,근력,028,상대악력,70,80,718,0.0845
청소년,14,14,세,F,근력,028,상대악력,80,90,2189,0.2576
청소년,14,14,세,F,근력,028,상대악력,90,100,2526,0.2972
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,0,10,1,0.0435
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,10,20,0,0.0
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,20,30,1,0.0435
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,30,40,6,0.2609
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,40,50,1,0.0435
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,50,60,1,0.0435
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,60,70,2,0.087
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,70,80,2,0.087
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,80,90,4,0.1739
청소년,14,14,세,F,심폐지구력,035,트레드밀VO2max,90,100,5,0.2174
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,0,10,3,0.0492
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,10,20,0,0.0
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,20,30,2,0.0328
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,30,40,1,0.0164
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,40,50,2,0.0328
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,50,60,2,0.0328
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,60,70,4,0.0656
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,70,80,3,0.0492
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,80,90,17,0.2787
청소년,14,14,세,F,심폐지구력,037,스텝검사VO2max,90,100,27,0.4426
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,0,10,768,0.1084
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,10,20,611,0.0863
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,20,30,595,0.084
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,30,40,585,0.0826
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,40,50,745,0.1052
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,50,60,631,0.0891
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,60,70,483,0.0682
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,70,80,374,0.0528
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,80,90,1059,0.1495
청소년,15,15,세,M,근지구력,009,윗몸말아올리기,90,100,1231,0.1738
청소년,15,15,세,M,근지구력,010,반복점프,0,10,744,0.0771
청소년,15,15,세,M,근지구력,010,반복점프,10,20,544,0.0564
청소년,15,15,세,M,근지구력,010,반복점프,20,30,425,0.0441
청소년,15,15,세,M,근지구력,010,반복점프,30,40,513,0.0532
청소년,15,15,세,M,근지구력,010,반복점프,40,50,978,0.1014
청소년,15,15,세,M,근지구력,010,반복점프,50,60,587,0.0609
청소년,15,15,세,M,근지구력,010,반복점프,60,70,1346,0.1395
청소년,15,15,세,M,근지구력,010,반복점프,70,80,707,0.0733
청소년,15,15,세,M,근지구력,010,반복점프,80,90,1675,0.1736
청소년,15,15,세,M,근지구력,010,반복점프,90,100,2127,0.2205
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,0,10,1426,0.0853
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,10,20,1072,0.0641
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,20,30,948,0.0567
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,30,40,1152,0.0689
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,40,50,1563,0.0934
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,50,60,1591,0.0951
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,60,70,1657,0.0991
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,70,80,1649,0.0986
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,80,90,2445,0.1462
청소년,15,15,세,M,유연성,012,앉아윗몸앞으로굽히기,90,100,3224,0.1927
청소년,15,15,세,M,민첩성,013,일리노이,0,10,1262,0.0761
청소년,15,15,세,M,민첩성,013,일리노이,10,20,936,0.0564
청소년,15,15,세,M,민첩성,013,일리노이,20,30,944,0.0569
청소년,15,15,세,M,민첩성,013,일리노이,30,40,909,0.0548
청소년,15,15,세,M,민첩성,013,일리노이,40,50,611,0.0368
청소년,15,15,세,M,민첩성,013,일리노이,50,60,542,0.0327
청소년,15,15,세,M,민첩성,013,일리노이,60,70,1931,0.1164
청소년,15,15,세,M,민첩성,013,일리노이,70,80,1912,0.1152
청소년,15,15,세,M,민첩성,013,일리노이,80,90,3423,0.2063
청소년,15,15,세,M,민첩성,013,일리노이,90,100,4122,0.2484
청소년,15,15,세,M,순발력,014,체공시간,0,10,1184,0.0748
청소년,15,15,세,M,순발력,014,체공시간,10,20,812,0.0513
청소년,15,15,세,M,순발력,014,체공시간,20,30,967,0.0611
청소년,15,15,세,M,순발력,014,체공시간,30,40,875,0.0553
청소년,15,15,세,M,순발력,014,체공시간,40,50,885,0.0559
청소년,15,15,세,M,순발력,014,체공시간,50,60,845,0.0534
청소년,15,15,세,M,순발력,014,체공시간,60,70,1676,0.1059
청소년,15,15,세,M,순발력,014,체공시간,70,80,1905,0.1203
청소년,15,15,세,M,순발력,014,체공시간,80,90,3036,0.1918
청소년,15,15,세,M,순발력,014,체공시간,90,100,3648,0.2304
청소년,15,15,세,M,협응력,017,눈-손협응력,0,10,1150,0.076
청소년,15,15,세,M,협응력,017,눈-손협응력,10,20,853,0.0564
청소년,15,15,세,M,협응력,017,눈-손협응력,20,30,853,0.0564
청소년,15,15,세,M,협응력,017,눈-손협응력,30,40,852,0.0563
청소년,15,15,세,M,협응력,017,눈-손협응력,40,50,6,0.0004
청소년,15,15,세,M,협응력,017,눈-손협응력,50,60,4,0.0003
청소년,15,15,세,M,협응력,017,눈-손협응력,60,70,1387,0.0917
청소년,15,15,세,M,협응력,017,눈-손협응력,70,80,1388,0.0917
청소년,15,15,세,M,협응력,017,눈-손협응력,80,90,4023,0.2658
청소년,15,15,세,M,협응력,017,눈-손협응력,90,100,4617,0.3051
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,0,10,1743,0.1054
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,10,20,1353,0.0818
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,20,30,1310,0.0792
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,30,40,1533,0.0927
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,40,50,1573,0.0951
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,50,60,1182,0.0715
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,60,70,1077,0.0651
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,70,80,1357,0.0821
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,80,90,2481,0.15
청소년,15,15,세,M,심폐지구력,020,왕복오래달리기,90,100,2927,0.177
청소년,15,15,세,M,근력,028,상대악력,0,10,1099,0.0649
청소년,15,15,세,M,근력,028,상대악력,10,20,770,0.0455
청소년,15,15,세,M,근력,028,상대악력,20,30,774,0.0457
청소년,15,15,세,M,근력,028,상대악력,30,40,762,0.045
청소년,15,15,세,M,근력,028,상대악력,40,50,1226,0.0724
청소년,15,15,세,M,근력,028,상대악력,50,60,1178,0.0696
청소년,15,15,세,M,근력,028,상대악력,60,70,1420,0.0839
청소년,15,15,세,M,근력,028,상대악력,70,80,1366,0.0807
청소년,15,15,세,M,근력,028,상대악력,80,90,3854,0.2276
청소년,15,15,세,M,근력,028,상대악력,90,100,4481,0.2647
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,0,10,3,0.0545
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,10,20,2,0.0364
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,20,30,1,0.0182
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,30,40,2,0.0364
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,40,50,3,0.0545
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,50,60,3,0.0545
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,60,70,5,0.0909
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,70,80,5,0.0909
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,80,90,12,0.2182
청소년,15,15,세,M,심폐지구력,035,트레드밀VO2max,90,100,19,0.3455
