age_group,age_lo,age_hi,age_unit,sex,factor,item_code,item_name,bin_lo,bin_hi,count,ratio
성인,30,34,세,F,순발력,041,성인체공시간,90,100,699,0.1747
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,0,10,1270,0.0841
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,10,20,969,0.0642
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,20,30,949,0.0629
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,30,40,949,0.0629
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,40,50,1443,0.0956
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,50,60,1400,0.0927
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,60,70,1756,0.1163
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,70,80,1600,0.106
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,80,90,2090,0.1384
성인,35,39,세,M,유연성,012,앉아윗몸앞으로굽히기,90,100,2671,0.1769
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,0,10,969,0.064
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,10,20,826,0.0546
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,20,30,789,0.0521
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,30,40,307,0.0203
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,40,50,1382,0.0913
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,50,60,1325,0.0875
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,60,70,2162,0.1428
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,70,80,985,0.0651
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,80,90,2919,0.1928
성인,35,39,세,M,근지구력,019,교차윗몸일으키기,90,100,3476,0.2296
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,0,10,313,0.0728
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,10,20,258,0.06
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,20,30,249,0.0579
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,30,40,106,0.0247
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,40,50,524,0.1219
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,50,60,465,0.1082
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,60,70,561,0.1305
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,70,80,248,0.0577
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,80,90,783,0.1822
성인,35,39,세,M,심폐지구력,020,왕복오래달리기,90,100,791,0.184
성인,35,39,세,M,순발력,022,제자리멀리뛰기,0,10,725,0.0747
성인,35,39,세,M,순발력,022,제자리멀리뛰기,10,20,568,0.0586
성인,35,39,세,M,순발력,022,제자리멀리뛰기,20,30,498,0.0513
성인,35,39,세,M,순발력,022,제자리멀리뛰기,30,40,479,0.0494
성인,35,39,세,M,순발력,022,제자리멀리뛰기,40,50,142,0.0146
성인,35,39,세,M,순발력,022,제자리멀리뛰기,50,60,149,0.0154
성인,35,39,세,M,순발력,022,제자리멀리뛰기,60,70,1270,0.1309
성인,35,39,세,M,순발력,022,제자리멀리뛰기,70,80,1135,0.117
성인,35,39,세,M,순발력,022,제자리멀리뛰기,80,90,2275,0.2345
성인,35,39,세,M,순발력,022,제자리멀리뛰기,90,100,2460,0.2536
성인,35,39,세,M,근력,028,상대악력,0,10,791,0.0513
성인,35,39,세,M,근력,028,상대악력,10,20,489,0.0317
성인,35,39,세,M,근력,028,상대악력,20,30,456,0.0296
성인,35,39,세,M,근력,028,상대악력,30,40,476,0.0309
성인,35,39,세,M,근력,028,상대악력,40,50,1374,0.0891
성인,35,39,세,M,근력,028,상대악력,50,60,1291,0.0837
성인,35,39,세,M,근력,028,상대악력,60,70,1728,0.112
성인,35,39,세,M,근력,028,상대악력,70,80,1654,0.1072
성인,35,39,세,M,근력,028,상대악력,80,90,3305,0.2142
성인,35,39,세,M,근력,028,상대악력,90,100,3863,0.2504
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,0,10,107,0.0616
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,10,20,71,0.0409
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,20,30,73,0.042
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,30,40,57,0.0328
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,40,50,147,0.0846
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,50,60,120,0.069
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,60,70,214,0.1231
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,70,80,177,0.1018
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,80,90,347,0.1997
성인,35,39,세,M,심폐지구력,035,트레드밀VO2max,90,100,425,0.2445
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,0,10,468,0.0498
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,10,20,294,0.0313
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,20,30,283,0.0301
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,30,40,263,0.028
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,40,50,733,0.078
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,50,60,703,0.0748
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,60,70,1063,0.1132
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,70,80,927,0.0987
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,80,90,2185,0.2326
성인,35,39,세,M,심폐지구력,037,스텝검사VO2max,90,100,2475,0.2635
성인,35,39,세,M,민첩성,040,반응시간,0,10,851,0.0761
성인,35,39,세,M,민첩성,040,반응시간,10,20,609,0.0545
성인,35,39,세,M,민첩성,040,반응시간,20,30,643,0.0575
성인,35,39,세,M,민첩성,040,반응시간,30,40,601,0.0537
성인,35,39,세,M,민첩성,040,반응시간,40,50,1569,0.1403
성인,35,39,세,M,민첩성,040,반응시간,50,60,1474,0.1318
성인,35,39,세,M,민첩성,040,반응시간,60,70,1368,0.1223
성인,35,39,세,M,민첩성,040,반응시간,70,80,1223,0.1094
성인,35,39,세,M,민첩성,040,반응시간,80,90,1197,0.107
성인,35,39,세,M,민첩성,040,반응시간,90,100,1647,0.1473
성인,35,39,세,M,순발력,041,성인체공시간,0,10,406,0.0755
성인,35,39,세,M,순발력,041,성인체공시간,10,20,261,0.0485
성인,35,39,세,M,순발력,041,성인체공시간,20,30,340,0.0632
성인,35,39,세,M,순발력,041,성인체공시간,30,40,196,0.0364
성인,35,39,세,M,순발력,041,성인체공시간,40,50,753,0.14
성인,35,39,세,M,순발력,041,성인체공시간,50,60,585,0.1088
성인,35,39,세,M,순발력,041,성인체공시간,60,70,673,0.1251
성인,35,39,세,M,순발력,041,성인체공시간,70,80,565,0.105
성인,35,39,세,M,순발력,041,성인체공시간,80,90,704,0.1309
성인,35,39,세,M,순발력,041,성인체공시간,90,100,896,0.1666
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,0,10,450,0.0798
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,10,20,356,0.0632
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,20,30,349,0.0619
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,30,40,336,0.0596
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,40,50,480,0.0852
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,50,60,468,0.083
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,60,70,620,0.11
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,70,80,566,0.1004
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,80,90,905,0.1606
성인,35,39,세,F,유연성,012,앉아윗몸앞으로굽히기,90,100,1106,0.1962
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,0,10,465,0.0826
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,10,20,292,0.0518
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,20,30,309,0.0549
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,30,40,264,0.0469
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,40,50,529,0.0939
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,50,60,515,0.0914
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,60,70,757,0.1344
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,70,80,350,0.0621
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,80,90,947,0.1681
성인,35,39,세,F,근지구력,019,교차윗몸일으키기,90,100,1204,0.2138
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,0,10,103,0.0934
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,10,20,94,0.0852
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,20,30,77,0.0698
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,30,40,35,0.0317
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,40,50,198,0.1795
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,50,60,71,0.0644
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,60,70,115,0.1043
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,70,80,57,0.0517
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,80,90,173,0.1568
성인,35,39,세,F,심폐지구력,020,왕복오래달리기,90,100,180,0.1632
성인,35,39,세,F,순발력,022,제자리멀리뛰기,0,10,220,0.0761
성인,35,39,세,F,순발력,022,제자리멀리뛰기,10,20,147,0.0509
성인,35,39,세,F,순발력,022,제자리멀리뛰기,20,30,178,0.0616
성인,35,39,세,F,순발력,022,제자리멀리뛰기,30,40,122,0.0422
성인,35,39,세,F,순발력,022,제자리멀리뛰기,40,50,232,0.0803
성인,35,39,세,F,순발력,022,제자리멀리뛰기,50,60,141,0.0488
성인,35,39,세,F,순발력,022,제자리멀리뛰기,60,70,288,0.0997
성인,35,39,세,F,순발력,022,제자리멀리뛰기,70,80,269,0.0931
성인,35,39,세,F,순발력,022,제자리멀리뛰기,80,90,599,0.2073
성인,35,39,세,F,순발력,022,제자리멀리뛰기,90,100,694,0.2401
성인,35,39,세,F,근력,028,상대악력,0,10,331,0.0544
성인,35,39,세,F,근력,028,상대악력,10,20,216,0.0355
성인,35,39,세,F,근력,028,상대악력,20,30,210,0.0345
성인,35,39,세,F,근력,028,상대악력,30,40,213,0.035
성인,35,39,세,F,근력,028,상대악력,40,50,448,0.0736
성인,35,39,세,F,근력,028,상대악력,50,60,439,0.0722
성인,35,39,세,F,근력,028,상대악력,60,70,600,0.0986
성인,35,39,세,F,근력,028,상대악력,70,80,576,0.0947
성인,35,39,세,F,근력,028,상대악력,80,90,1412,0.2321
성인,35,39,세,F,근력,028,상대악력,90,100,1638,0.2693
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,0,10,39,0.0326
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,10,20,18,0.0151
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,20,30,17,0.0142
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,30,40,17,0.0142
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,40,50,39,0.0326
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,50,60,39,0.0326
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,60,70,89,0.0744
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,70,80,85,0.0711
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,80,90,405,0.3386
성인,35,39,세,F,심폐지구력,035,트레드밀VO2max,90,100,448,0.3746
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,0,10,161,0.0425
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,10,20,82,0.0216
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,20,30,91,0.024
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,30,40,75,0.0198
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,40,50,196,0.0517
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,50,60,161,0.0425
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,60,70,355,0.0937
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,70,80,318,0.0839
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,80,90,1091,0.288
성인,35,39,세,F,심폐지구력,037,스텝검사VO2max,90,100,1258,0.3321
성인,35,39,세,F,민첩성,040,반응시간,0,10,343,0.0761
성인,35,39,세,F,민첩성,040,반응시간,10,20,246,0.0546
성인,35,39,세,F,민첩성,040,반응시간,20,30,256,0.0568
성인,35,39,세,F,민첩성,040,반응시간,30,40,239,0.053
성인,35,39,세,F,민첩성,040,반응시간,40,50,497,0.1102
성인,35,39,세,F,민첩성,040,반응시간,50,60,482,0.1069
성인,35,39,세,F,민첩성,040,반응시간,60,70,641,0.1422
성인,35,39,세,F,민첩성,040,반응시간,70,80,613,0.136
성인,35,39,세,F,민첩성,040,반응시간,80,90,510,0.1131
성인,35,39,세,F,민첩성,040,반응시간,90,100,682,0.1513
성인,35,39,세,F,순발력,041,성인체공시간,0,10,211,0.0777
성인,35,39,세,F,순발력,041,성인체공시간,10,20,127,0.0467
성인,35,39,세,F,순발력,041,성인체공시간,20,30,185,0.0681
성인,35,39,세,F,순발력,041,성인체공시간,30,40,103,0.0379
성인,35,39,세,F,순발력,041,성인체공시간,40,50,286,0.1053
성인,35,39,세,F,순발력,041,성인체공시간,50,60,230,0.0847
성인,35,39,세,F,순발력,041,성인체공시간,60,70,383,0.141
성인,35,39,세,F,순발력,041,성인체공시간,70,80,361,0.1329
성인,35,39,세,F,순발력,041,성인체공시간,80,90,355,0.1307
성인,35,39,세,F,순발력,041,성인체공시간,90,100,476,0.1752
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,0,10,1023,0.082
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,10,20,780,0.0625
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,20,30,774,0.0621
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,30,40,766,0.0614
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,40,50,1249,0.1001
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,50,60,1194,0.0957
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,60,70,1405,0.1126
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,70,80,1298,0.1041
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,80,90,1718,0.1377
성인,40,44,세,M,유연성,012,앉아윗몸앞으로굽히기,90,100,2266,0.1817
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,0,10,979,0.0783
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,10,20,611,0.0489
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,20,30,959,0.0767
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,30,40,321,0.0257
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,40,50,1713,0.137
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,50,60,795,0.0636
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,60,70,1778,0.1422
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,70,80,780,0.0624
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,80,90,2288,0.183
성인,40,44,세,M,근지구력,019,교차윗몸일으키기,90,100,2282,0.1825
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,0,10,265,0.08
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,10,20,219,0.0661
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,20,30,208,0.0628
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,30,40,124,0.0374
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,40,50,472,0.1425
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,50,60,280,0.0845
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,60,70,382,0.1153
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,70,80,142,0.0429
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,80,90,623,0.188
성인,40,44,세,M,심폐지구력,020,왕복오래달리기,90,100,598,0.1805
성인,40,44,세,M,근력,028,상대악력,0,10,666,0.0517
성인,40,44,세,M,근력,028,상대악력,10,20,409,0.0317
성인,40,44,세,M,근력,028,상대악력,20,30,379,0.0294
성인,40,44,세,M,근력,028,상대악력,30,40,415,0.0322
성인,40,44,세,M,근력,028,상대악력,40,50,1127,0.0875
성인,40,44,세,M,근력,028,상대악력,50,60,1110,0.0862
성인,40,44,세,M,근력,028,상대악력,60,70,1488,0.1155
성인,40,44,세,M,근력,028,상대악력,70,80,1426,0.1107
성인,40,44,세,M,근력,028,상대악력,80,90,2691,0.2089
성인,40,44,세,M,근력,028,상대악력,90,100,3172,0.2462
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,0,10,86,0.059
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,10,20,61,0.0418
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,20,30,53,0.0364
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,30,40,60,0.0412
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,40,50,125,0.0857
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,50,60,113,0.0775
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,60,70,149,0.1022
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,70,80,143,0.0981
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,80,90,305,0.2092
성인,40,44,세,M,심폐지구력,035,트레드밀VO2max,90,100,363,0.249
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,0,10,413,0.051
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,10,20,250,0.0309
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,20,30,268,0.0331
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,30,40,212,0.0262
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,40,50,687,0.0848
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,50,60,628,0.0775
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,60,70,929,0.1147
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,70,80,781,0.0964
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,80,90,1795,0.2216
성인,40,44,세,M,심폐지구력,037,스텝검사VO2max,90,100,2137,0.2638
성인,40,44,세,M,민첩성,040,반응시간,0,10,724,0.077
성인,40,44,세,M,민첩성,040,반응시간,10,20,533,0.0567
성인,40,44,세,M,민첩성,040,반응시간,20,30,497,0.0528
성인,40,44,세,M,민첩성,040,반응시간,30,40,519,0.0552
성인,40,44,세,M,민첩성,040,반응시간,40,50,1030,0.1095
성인,40,44,세,M,민첩성,040,반응시간,50,60,1015,0.1079
성인,40,44,세,M,민첩성,040,반응시간,60,70,1114,0.1184
성인,40,44,세,M,민첩성,040,반응시간,70,80,1060,0.1127
성인,40,44,세,M,민첩성,040,반응시간,80,90,1274,0.1354
성인,40,44,세,M,민첩성,040,반응시간,90,100,1640,0.1744
성인,40,44,세,M,순발력,041,성인체공시간,0,10,339,0.0771
성인,40,44,세,M,순발력,041,성인체공시간,10,20,245,0.0557
성인,40,44,세,M,순발력,041,성인체공시간,20,30,244,0.0555
성인,40,44,세,M,순발력,041,성인체공시간,30,40,242,0.055
성인,40,44,세,M,순발력,041,성인체공시간,40,50,134,0.0305
성인,40,44,세,M,순발력,041,성인체공시간,50,60,242,0.055
성인,40,44,세,M,순발력,041,성인체공시간,60,70,419,0.0953
성인,40,44,세,M,순발력,041,성인체공시간,70,80,395,0.0898
성인,40,44,세,M,순발력,041,성인체공시간,80,90,990,0.2251
성인,40,44,세,M,순발력,041,성인체공시간,90,100,1148,0.261
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,0,10,572,0.0863
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,10,20,443,0.0668
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,20,30,451,0.068
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,30,40,428,0.0646
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,40,50,602,0.0908
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,50,60,564,0.0851
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,60,70,656,0.099
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,70,80,649,0.0979
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,80,90,1013,0.1528
성인,40,44,세,F,유연성,012,앉아윗몸앞으로굽히기,90,100,1251,0.1887
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,0,10,616,0.0928
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,10,20,404,0.0609
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,20,30,441,0.0664
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,30,40,313,0.0472
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,40,50,896,0.135
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,50,60,456,0.0687
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,60,70,747,0.1126
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,70,80,380,0.0573
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,80,90,1097,0.1653
성인,40,44,세,F,근지구력,019,교차윗몸일으키기,90,100,1287,0.1939
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,0,10,146,0.109
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,10,20,136,0.1016
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,20,30,99,0.0739
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,30,40,50,0.0373
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,40,50,275,0.2054
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,50,60,107,0.0799
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,60,70,135,0.1008
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,70,80,31,0.0232
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,80,90,182,0.1359
성인,40,44,세,F,심폐지구력,020,왕복오래달리기,90,100,178,0.1329
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,0,10,98,0.0767
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,10,20,71,0.0556
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,20,30,70,0.0548
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,30,40,62,0.0485
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,40,50,42,0.0329
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,50,60,9,0.007
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,60,70,194,0.1518
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,70,80,157,0.1228
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,80,90,250,0.1956
성인,40,44,세,F,민첩성,021,10m4회왕복달리기,90,100,325,0.2543
성인,40,44,세,F,순발력,022,제자리멀리뛰기,0,10,274,0.0767
성인,40,44,세,F,순발력,022,제자리멀리뛰기,10,20,200,0.056
성인,40,44,세,F,순발력,022,제자리멀리뛰기,20,30,188,0.0526
성인,40,44,세,F,순발력,022,제자리멀리뛰기,30,40,199,0.0557
성인,40,44,세,F,순발력,022,제자리멀리뛰기,40,50,297,0.0831
성인,40,44,세,F,순발력,022,제자리멀리뛰기,50,60,215,0.0602
성인,40,44,세,F,순발력,022,제자리멀리뛰기,60,70,396,0.1109
성인,40,44,세,F,순발력,022,제자리멀리뛰기,70,80,295,0.0826
성인,40,44,세,F,순발력,022,제자리멀리뛰기,80,90,690,0.1932
성인,40,44,세,F,순발력,022,제자리멀리뛰기,90,100,818,0.229
성인,40,44,세,F,근력,028,상대악력,0,10,386,0.0531
성인,40,44,세,F,근력,028,상대악력,10,20,234,0.0322
성인,40,44,세,F,근력,028,상대악력,20,30,250,0.0344
성인,40,44,세,F,근력,028,상대악력,30,40,211,0.0291
성인,40,44,세,F,근력,028,상대악력,40,50,514,0.0708
성인,40,44,세,F,근력,028,상대악력,50,60,511,0.0704
성인,40,44,세,F,근력,028,상대악력,60,70,701,0.0965
성인,40,44,세,F,근력,028,상대악력,70,80,672,0.0925
성인,40,44,세,F,근력,028,상대악력,80,90,1745,0.2403
성인,40,44,세,F,근력,028,상대악력,90,100,2039,0.2807
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,0,10,51,0.0381
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,10,20,21,0.0157
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,20,30,21,0.0157
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,30,40,24,0.0179
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,40,50,52,0.0388
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,50,60,43,0.0321
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,60,70,102,0.0761
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,70,80,95,0.0709
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,80,90,434,0.3239
성인,40,44,세,F,심폐지구력,035,트레드밀VO2max,90,100,497,0.3709
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,0,10,229,0.0501
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,10,20,145,0.0317
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,20,30,155,0.0339
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,30,40,142,0.031
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,40,50,264,0.0577
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,50,60,228,0.0498
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,60,70,423,0.0925
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,70,80,412,0.0901
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,80,90,1169,0.2556
성인,40,44,세,F,심폐지구력,037,스텝검사VO2max,90,100,1407,0.3076
성인,40,44,세,F,민첩성,040,반응시간,0,10,400,0.0751
성인,40,44,세,F,민첩성,040,반응시간,10,20,309,0.058
성인,40,44,세,F,민첩성,040,반응시간,20,30,294,0.0552
성인,40,44,세,F,민첩성,040,반응시간,30,40,292,0.0548
성인,40,44,세,F,민첩성,040,반응시간,40,50,777,0.1458
성인,40,44,세,F,민첩성,040,반응시간,50,60,714,0.134
성인,40,44,세,F,민첩성,040,반응시간,60,70,688,0.1291
성인,40,44,세,F,민첩성,040,반응시간,70,80,640,0.1201
성인,40,44,세,F,민첩성,040,반응시간,80,90,505,0.0948
성인,40,44,세,F,민첩성,040,반응시간,90,100,709,0.1331
성인,40,44,세,F,순발력,041,성인체공시간,0,10,207,0.0683
성인,40,44,세,F,순발력,041,성인체공시간,10,20,191,0.0631
성인,40,44,세,F,순발력,041,성인체공시간,20,30,177,0.0584
성인,40,44,세,F,순발력,041,성인체공시간,30,40,101,0.0333
성인,40,44,세,F,순발력,041,성인체공시간,40,50,381,0.1258
성인,40,44,세,F,순발력,041,성인체공시간,50,60,326,0.1076
성인,40,44,세,F,순발력,041,성인체공시간,60,70,343,0.1132
성인,40,44,세,F,순발력,041,성인체공시간,70,80,337,0.1113
성인,40,44,세,F,순발력,041,성인체공시간,80,90,406,0.134
성인,40,44,세,F,순발력,041,성인체공시간,90,100,560,0.1849
